Infinite ID	Base ID	Answer
405	281	SIDEWALK
406	496	PENKNIFE
407	91	SPOONFED
408	566	IRATE
409	179	INDIGESTIBLE
410	281	MAHARAJA
411	91	DISCOURTEOUSLY
412	496	VACUUM
413	179	DEBIT
414	566	UPPER
415	281	NAPALM
416	496	RE
417	91	DEGENERATE
418	179	CREDITABLE
419	566	MESSY
420	281	NUISANCE
421	91	PURL
422	179	LACE
423	496	ACERBITY
424	566	ASHES
425	281	EXPLICABLE
426	91	MONO
427	496	I
428	179	SACRAMENTAL
429	281	SPECIALLY
430	566	PITCH
431	496	OAF
432	91	CARTEL
433	179	MANTRA
434	281	WINDSOCK
435	566	ADORN
436	496	ROMP
437	179	ANTIMATTER
438	91	SEASONALLY
439	566	TODAY
440	281	SENATOR
441	179	TIE
442	496	PURENESS
443	566	THINE
444	91	GROUCH
445	281	UNLICENSED
446	179	KITTENISH
447	496	IM
448	566	RURAL
449	91	PERSONABLE
450	281	SEROUS
451	179	THINK
452	496	LOGIC
453	91	BLOODTHIRSTY
454	566	MODEL
455	179	FREETHINKING
456	496	PUT
457	281	SWAY
458	91	BRONCO
459	179	FRINGE
460	496	OBOE
461	566	STYLI
462	281	NAMBYPAMBY
463	91	KINFOLKS
464	179	SELFSERVING
465	496	FA
466	566	INANE
467	281	NONBELIEVER
468	91	IMMINENTLY
469	179	LESS
470	496	E
471	566	NEXUS
472	281	OBNOXIOUS
473	179	NEEDLESS
474	91	IMMORTALLY
475	496	X
476	566	TIEIN
477	179	END
478	281	WHIMSICAL
479	91	PHONEMIC
480	496	LAUNDRY
481	566	REACH
482	281	SHREDDER
483	179	MANNERED
484	91	BURP
485	566	CYCLE
486	496	G
487	281	EXCAVATE
488	179	REAM
489	91	WHENEVER
490	281	SUBLEASE
491	566	ROMEO
492	496	INDOOR
493	179	FREEDMAN
494	566	EBONY
495	91	ANTITHESES
496	496	CABOOSE
497	281	WILLIES
498	179	DEN
499	566	EIDER
500	281	DYNASTY
501	91	BOND
502	179	SIDELINE
503	496	HANDSTAND
504	566	DWELT
505	179	ISLE
506	281	EMBARGO
507	91	DUMFOUND
508	496	BEGRUDGE
509	566	IRISH
510	179	PILASTER
511	281	WHOLESOME
512	91	PHONEY
513	496	TI
514	566	LAGER
515	179	PAT
516	496	X
517	281	SUICIDAL
518	91	ROUT
519	566	TWEEN
520	179	SLAPSTICK
521	281	ENTHUSIASM
522	496	EASE
523	91	RUNNERUP
524	281	WPM
525	179	SLICK
526	566	TERSE
527	496	CHASTISE
528	179	LOCKSMITH
529	91	SPORTIVE
530	281	STORIED
531	566	EDICT
532	496	H
533	179	OHM
534	91	BIONIC
535	281	EXTRAVAGANCE
536	496	LOVELORN
537	566	SOLAR
538	179	MACHISMO
539	91	SURF
540	281	COWARDICE
541	496	CAPTOR
542	566	TENOR
543	179	MICA
544	91	SPOONFUL
545	281	SENTIMENTALITY
546	496	JUMPY
547	566	YODEL
548	179	MENDACIOUS
549	91	PLETHORA
550	281	SEMISKILLED
551	566	INUIT
552	496	K
553	179	SOUND
554	91	PROMONTORY
555	281	NEUROSIS
556	566	REACH
557	496	FOB
558	179	UNDEMONSTRATIVE
559	281	NEW
560	91	SUREFOOTED
561	566	CLASP
562	496	PI
563	179	TERMINATE
564	566	ALDER
565	91	REMUNERATE
566	281	COLLIE
567	179	INDETERMINATE
568	496	DRAMATIC
569	91	AFFORD
570	566	YIELD
571	281	ELLIPTICAL
572	179	DIN
573	496	KG
574	566	UNTIE
575	91	BRUNETTE
576	179	MAINLAND
577	281	WRECKAGE
578	496	STY
579	566	VIRUS
580	91	YOUR
581	179	LAMA
582	281	SUPREMELY
583	496	T
584	566	ETHER
585	179	INFLAMMABLE
586	91	PERSONABLE
587	281	EXTRACT
588	91	MARTYR
589	496	BYEBYE
590	566	SCOUR
591	179	NIMBLE
592	281	WARE
593	91	FRENETIC
594	566	TAKEN
595	496	CHEQUE
596	179	INESTIMABLE
597	91	MORTAL
598	281	SONAR
599	566	ABIDE
600	179	EAST
601	91	ELECTRONICALLY
602	281	EXPEDIENT
603	496	CHIC
604	566	INLET
605	179	STRAIGHTEN
606	91	BATHOS
607	496	FOXTROT
608	566	NOTCH
609	281	DEMILITARIZE
610	91	PIGEONTOED
611	179	NIGHT
612	496	F
613	281	NONCHALANCE
614	566	PARCH
615	91	DAFFODIL
616	179	NIGHTSTICK
617	496	REJOINDER
618	281	NUNCIO
619	566	ULNAE
620	179	TICK
621	91	PHONETIC
622	281	SELFEMPLOYMENT
623	496	WON
624	566	TRUCE
625	179	THICKSET
626	91	RECOURSE
627	281	SEQUENTIAL
628	179	SHE
629	496	HOOKWORM
630	566	USUAL
631	91	KNEW
632	281	NARROWLY
633	179	HEARTLESSNESS
634	496	PROD
635	91	LOATHING
636	566	MAPLE
637	179	ALERTNESS
638	281	NUB
639	91	ASTRONOMER
640	496	ROOF
641	566	PERCH
642	179	ELABORATENESS
643	281	MAGNANIMITY
644	91	REFORM
645	496	PYTHON
646	281	EFFECTS
647	179	BOA
648	566	AMOUR
649	496	I
650	91	VENEER
651	281	SPINET
652	179	OVERBOARD
653	566	UPEND
654	496	MEDICINAL
655	91	DISCOURAGING
656	281	SPELLER
657	179	ORDER
658	496	WINCE
659	566	ALTAR
660	91	ATONAL
661	179	FREELOADER
662	281	NONONSENSE
663	496	LEAVE
664	566	LEACH
665	179	LEAF
666	91	BEFOUL
667	281	NAUGHTINESS
668	496	F
669	179	FATHERINLAW
670	566	NITER
671	91	SPONGE
672	281	EXPEL
673	496	FORTY
674	91	HABITFORMING
675	566	ONSET
676	179	WRAITH
677	91	AGRONOMY
678	281	CONVERT
679	496	FEELINGS
680	566	TAUPE
681	179	FATHERINLAW
682	496	IN
683	91	MEASURABLY
684	281	SIREN
685	566	DRESS
686	179	LANE
687	91	OPPONENT
688	496	LA
689	281	SCUTTLE
690	179	PLANETARIA
691	566	SCENT
692	91	WRATHFUL
693	496	WIG
694	281	NOTEWORTHY
695	566	TORCH
696	179	APART
697	91	BOND
698	179	PREMARITAL
699	281	EGG
700	496	W
701	566	EXTOL
702	179	LIME
703	91	FLAMETHROWER
704	281	STREPTOCOCCUS
705	496	CONCERN
706	566	LUNAR
707	179	SENTIMENTAL
708	281	NOWHERE
709	91	LINEAR
710	496	GO
711	566	UDDER
712	179	TENANT
713	281	NOGOOD
714	91	EARTHY
715	496	BEGET
716	281	CALUMNIATE
717	566	ANTIC
718	179	ATTAINMENT
719	91	PHONETIC
720	281	SOLICIT
721	496	SAX
722	91	HABITFORMING
723	566	GNASH
724	179	AIM
725	91	INDONESIAN
726	281	SKYJACK
727	496	CLASH
728	91	DUMFOUND
729	179	MISERABLE
730	566	VALOR
731	91	LINEAR
732	281	VOICE
733	496	CLOCKWISE
734	179	REBEL
735	566	OFFER
736	91	NEURAL
737	496	LOSS
738	179	CELEBRATE
739	281	NAMESAKE
740	91	REASONABLE
741	566	UNDER
742	496	T
743	179	CAT
744	91	INFORM
745	281	NONENTITY
746	179	ATTRACTIVE
747	566	HEIST
748	496	AARDVARK
749	91	HEDONISM
750	281	EXCLUDE
751	179	ATTIRE
752	566	EYRIE
753	91	PURL
754	179	INTERMEDIATE
755	496	K
756	281	SOY
757	566	MUCUS
758	91	RESONATE
759	179	DENIM
760	496	KM
761	281	WINDBURN
762	566	TOOTH
763	91	DISCOURTEOUS
764	179	MADDENING
765	281	SEVENTIETH
766	496	APPETITE
767	566	EBONY
768	91	POLYNESIAN
769	179	GAD
770	281	HYPERVENTILATE
771	496	WASP
772	566	OXIDE
773	91	LOUD
774	281	SELFSAME
775	179	GODFEARING
776	496	MORALITY
777	566	WATCH
778	91	BLONDE
779	281	SWEDE
780	179	IGNORE
781	496	P
782	566	INCUR
783	91	GRACIOUSNESS
784	179	REGISTRATION
785	281	NONSENSICAL
786	496	C
787	91	SALMONELLA
788	566	NEIGH
789	179	START
790	281	NAUSEATINGLY
791	91	THOROUGHLY
792	496	Y
793	566	UTERI
794	179	FIRSTRATE
795	91	ORNERY
796	281	LARYNX
797	496	INGRESS
798	91	PORTER
799	566	NOWAY
800	179	FIE
801	281	WELCOME
802	496	WEAR
803	566	WISPY
804	91	CANONIZE
805	281	SHIBBOLETH
806	179	FEMINIST
807	566	EBONY
808	91	KINFOLKS
809	496	GLOSS
810	281	EXERCISE
811	179	MINT
812	566	IRISH
813	91	MONO
814	496	H
815	281	SOURPUSS
816	179	MISINTERPRET
817	566	ROCKY
818	496	ME
819	91	VIRTUE
820	281	WELLBORN
821	566	ABHOR
822	179	RESPIRE
823	91	CINEMA
824	496	DAFFODIL
825	179	PROPRIETRESS
826	281	BRASHLY
827	566	EVENT
828	91	ENFOLD
829	496	LILY
830	179	PORT
831	281	ELEVENTH
832	566	DISCO
833	179	DOORSTEP
834	91	NINETY
835	496	R
836	281	WAGON
837	91	EFFORT
838	566	UTERI
839	179	SOD
840	496	E
841	566	TOUGH
842	179	RESOLVED
843	91	PHONIC
844	281	SNOWBALL
845	179	REEL
846	566	CARET
847	496	OH
848	281	ESSENTIAL
849	91	OVERTURN
850	566	LEAPT
851	179	REELECTION
852	496	CURRENT
853	281	WINCE
854	91	KNEW
855	566	ISSUE
856	179	TONIC
857	496	I
858	281	SHIRK
859	91	REFORM
860	566	TRICK
861	179	INTOXICANT
862	281	EASTERLY
863	496	Q
864	91	FINERY
865	281	HEROICS
866	179	TAXI
867	566	ETHOS
868	496	INTELLECT
869	91	KINFOLKS
870	281	SENSATIONAL
871	179	FIXATIVE
872	496	SLY
873	566	REIGN
874	179	IVE
875	91	SCONCE
876	281	SEAPLANE
877	496	UNTAUGHT
878	91	DOITYOURSELF
879	566	BUDDY
880	179	POSITIVE
881	281	NEVER
882	566	LOATH
883	91	ANNEAL
884	496	TUBBY
885	179	SPOT
886	566	TREAT
887	91	WITHIN
888	281	NEWSSTAND
889	496	OH
890	179	POSITRON
891	566	REVUE
892	91	PHONETIC
893	496	N
894	281	AURALLY
895	179	ION
896	566	ARSON
897	496	S
898	91	UNWORTHINESS
899	179	ENVISION
900	281	EQUITY
901	91	RUNNERUP
902	566	HAIRY
903	496	G
904	179	VEIN
905	281	WOODSMAN
906	91	COUP
907	496	SOUSE
908	179	INTERWOVEN
909	566	READY
910	281	SATEEN
911	91	MANNERED
912	496	GAMUT
913	179	OWNER
914	566	LANCE
915	281	ELDERLY
916	496	FEVER
917	91	DISCURSIVE
918	179	WORDINESS
919	566	ABOVE
920	281	WANGLE
921	91	SINEWY
922	179	DIS
923	496	SACRILEGE
924	566	XENON
925	281	SIMILARITY
926	179	DECISIVE
927	91	AUTHOR
928	496	SNOOTY
929	566	ELUDE
930	179	VICE
931	281	EMETIC
932	91	LINEAL
933	496	ZEUS
934	566	VISIT
935	179	OVERACTIVE
936	281	UNPRINCIPLED
937	91	ANYTHING
938	496	COMA
939	566	IRISH
940	179	ORATE
941	91	COTTONWOOD
942	496	BITING
943	281	NUNCIO
944	566	THROE
945	179	ORIENTATE
946	496	LI
947	91	CARBURETOR
948	281	NOMINATION
949	179	NIT
950	91	FRENETIC
951	496	KW
952	566	AVERT
953	281	SENSATIONALIST
954	179	NEUTRINO
955	496	BAREFACED
956	91	SUBURBAN
957	566	MIDST
958	179	EURO
959	281	SECTARIANISM
960	91	INCINERATE
961	496	VANE
962	566	UPPER
963	179	CONIFEROUS
964	281	NONRENEWABLE
965	91	PROSTHESIS
966	496	BASEBALL
967	566	RELIC
968	179	SCION
969	91	EFFRONTERY
970	281	NIGHTHAWK
971	496	SUPERSTAR
972	566	TANGO
973	179	INSPECTION
974	496	GRASS
975	91	SILHOUETTE
976	281	O
977	179	PENT
978	566	OWNER
979	496	FIND
980	91	WHENEVER
981	179	PARTNERSHIP
982	281	EXPLOITATION
983	496	COFFEEPOT
984	179	PARISH
985	91	HABITFORMING
986	566	TRIED
987	281	SKILLFULLY
988	496	END
989	179	PARTISANSHIP
990	566	ABAFT
991	91	FRENETIC
992	496	H
993	281	SPEECHLESS
994	566	LYMPH
995	179	PAINT
996	281	NUTRITION
997	91	RECOURSE
998	496	GOT
999	566	STEER
1000	179	POTENTIAL
1001	91	ORNERY
1002	281	NATURE
1003	496	WESTWARD
1004	179	LEO
1005	566	ADEPT
1006	91	BEFOUL
1007	281	EUTHANASIA
1008	496	H
1009	566	KEBAB
1010	179	HOLINESS
1011	91	CARBONATED
1012	281	GRASSY
1013	496	HOBGOBLIN
1014	179	SHIN
1015	566	ELVES
1016	91	TAMBOURINE
1017	281	SIESTA
1018	496	CIRCUS
1019	566	TWERP
1020	91	SENECA
1021	179	HEARTINESS
1022	281	SOAPBOX
1023	496	REED
1024	566	OCCUR
1025	179	STARE
1026	91	INFORM
1027	281	NUMSKULL
1028	496	AKIN
1029	179	VERSATILE
1030	91	SPOONERISM
1031	566	AROSE
1032	281	EMERGENCE
1033	496	GA
1034	91	KINFOLKS
1035	179	LEI
1036	566	YOUNG
1037	281	STUDENT
1038	496	SYCAMORE
1039	91	ANEW
1040	281	NOPE
1041	179	ENLISTEE
1042	496	GRANDEUR
1043	566	IMBED
1044	91	LEATHERY
1045	281	NONUNION
1046	179	NEST
1047	496	T
1048	566	NATTY
1049	91	HONK
1050	281	BELAY
1051	179	NONSECTARIAN
1052	496	T
1053	566	RHEUM
1054	91	BAREFOOTED
1055	179	OCARINA
1056	281	STUBBY
1057	496	TRIBESMAN
1058	566	OUTRE
1059	91	BONE
1060	179	CLARIFICATION
1061	281	SHUCKS
1062	496	CONTORT
1063	566	KLUTZ
1064	179	LICIT
1065	91	UNWORTHINESS
1066	281	TIMECONSUMING
1067	496	MATTE
1068	566	ASSET
1069	179	LINGUISTIC
1070	91	LONG
1071	281	NAUSEOUS
1072	496	WINDOW
1073	566	KIOSK
1074	179	SNUG
1075	496	VOYEUR
1076	91	SLOUCH
1077	281	NUCLEAR
1078	566	INURE
1079	179	HIGHSTRUNG
1080	91	BOND
1081	496	BUILT
1082	281	EON
1083	566	ACTOR
1084	179	THIGH
1085	496	VIBRANTLY
1086	91	POLYETHYLENE
1087	566	SPURN
1088	281	SHINSPLINTS
1089	179	FLASHLIGHT
1090	496	EEL
1091	91	OPPONENT
1092	566	OLDEN
1093	179	FALL
1094	281	WHOOPEE
1095	179	FLAGELLATE
1096	496	HOG
1097	91	COURTESY
1098	281	SELFINDUCED
1099	566	NATTY
1100	179	EAGLE
1101	496	SHAD
1102	91	ANEW
1103	281	POSTMISTRESS
1104	566	BENCH
1105	179	LEGISLATE
1106	496	DUST
1107	91	NASTURTIUM
1108	281	SELFDISCIPLINED
1109	179	LIT
1110	566	BROTH
1111	91	PHONETIC
1112	496	OUTRAN
1113	281	SWUM
1114	179	POULTICE
1115	566	OCHRE
1116	496	K
1117	91	BLURRY
1118	281	NOMINEE
1119	566	PURGE
1120	179	COUP
1121	496	CL
1122	91	KNEW
1123	179	COMPULSIVE
1124	281	NITER
1125	566	RISER
1126	179	SMILE
1127	496	CROSSING
1128	91	ANTHEM
1129	281	OVERCOOK
1130	179	MESCALINE
1131	566	ITCHY
1132	496	RACK
1133	91	LINEAR
1134	281	WINE
1135	179	CAN
1136	566	GOODS
1137	281	SUBURBAN
1138	91	GOUT
1139	496	FORCEPS
1140	179	UNCERTAIN
1141	281	EDUCATED
1142	566	NERVE
1143	91	COLONIAL
1144	496	SATIN
1145	179	UTERI
1146	566	TREND
1147	281	SURGE
1148	496	ARRIVE
1149	91	MYRTLE
1150	179	OUTFITTER
1151	566	OUTER
1152	91	BRUNETTE
1153	281	WEALTH
1154	496	WOLF
1155	179	TOT
1156	566	RETCH
1157	91	LEFTHAND
1158	281	MELANCHOLY
1159	179	STILETTO
1160	496	SEEDLESS
1161	91	SANELY
1162	281	ENDANGER
1163	566	OFFAL
1164	179	LEST
1165	91	INYOURFACE
1166	281	WATERPOWER
1167	496	EX
1168	566	LEMUR
1169	179	STREAMLINED
1170	91	CONE
1171	281	SUBURBANITE
1172	566	IMPEL
1173	496	MAW
1174	179	MAIDEN
1175	281	ENSHROUD
1176	91	YOUD
1177	496	COG
1178	566	VEGAN
1179	179	DISSEMINATE
1180	281	WARSHIP
1181	91	GENERA
1182	496	LEOPARD
1183	281	SHEIKDOM
1184	179	SITE
1185	91	LATHER
1186	566	RISER
1187	496	LOVEABLE
1188	281	ESPOUSAL
1189	179	POINSETTIA
1190	91	PHONEY
1191	496	OBLONG
1192	566	EPOCH
1193	179	PIANO
1194	281	COMMISSAR
1195	91	BOUT
1196	496	HEALTHY
1197	281	SEMIAUTOMATIC
1198	566	DOWNY
1199	179	ASSUMPTION
1200	91	COLONIAL
1201	496	NINETEEN
1202	179	MUST
1203	281	SELFINFLICTED
1204	566	IDIOM
1205	496	SIP
1206	179	MENSTRUATE
1207	91	GOUT
1208	281	NEGLIGENT
1209	566	TIEUP
1210	496	E
1211	179	ARENT
1212	91	DISCONNECT
1213	281	NEUROTIC
1214	566	ABHOR
1215	179	CANTILEVER
1216	496	CARREL
1217	91	PLOUGH
1218	281	UPSTART
1219	566	TEETH
1220	496	DUNCE
1221	179	LICE
1222	566	RUSTY
1223	91	MANNERLY
1224	281	EXPRESSIVENESS
1225	496	EX
1226	179	CELIBATE
1227	281	WEIGHTLIFTER
1228	91	CAROUSEL
1229	566	IMBUE
1230	281	SUPERIMPOSE
1231	179	BAT
1232	496	IDOLIZE
1233	91	PHONEMIC
1234	566	ACRID
1235	281	EXISTENTIAL
1236	179	DEBUTANTE
1237	91	CONFOUND
1238	496	A
1239	566	ROUND
1240	281	WRINGER
1241	179	ETUDE
1242	91	ASTRONOMIC
1243	496	SH
1244	179	UNDEFEATED
1245	281	SOCIOECONOMIC
1246	566	ALLOT
1247	91	TAURUS
1248	496	F
1249	179	DEAN
1250	281	EBB
1251	566	YOURE
1252	496	J
1253	91	RESONATE
1254	179	DRAINAGE
1255	281	AROMATIC
1256	566	RHYME
1257	496	OBJECTIVE
1258	179	RAG
1259	91	BURY
1260	281	NAUSEATE
1261	566	ACTOR
1262	496	I
1263	179	PARTRIDGE
1264	91	CINEMA
1265	281	NONRESTRICTIVE
1266	496	HEARTLESS
1267	566	BATHE
1268	281	SEA
1269	179	TEPID
1270	91	GROUSE
1271	496	E
1272	566	INSET
1273	281	SELFEXPLANATORY
1274	91	SPONGE
1275	179	SIDESPLITTING
1276	281	NOPE
1277	91	DISPROPORTIONATELY
1278	496	TREE
1279	566	ERASE
1280	179	LISTING
1281	281	NOXIOUS
1282	91	COLONIST
1283	496	QUOIT
1284	179	EARSPLITTING
1285	566	XENON
1286	91	BATHER
1287	281	UNAWARES
1288	496	PASTEL
1289	179	PARE
1290	91	FINELY
1291	281	ENMESH
1292	566	RACER
1293	496	WARD
1294	179	STEPFATHER
1295	91	DEPARTMENT
1296	281	SIXSHOOTER
1297	566	ARGON
1298	496	PERJURER
1299	91	CORONARY
1300	281	SMARTNESS
1301	179	THEFT
1302	566	IDLER
1303	496	COLIC
1304	91	ALLPURPOSE
1305	281	NONCOM
1306	179	FIFTEENTH
1307	496	MOTILE
1308	566	TUBBY
1309	179	FIN
1310	281	NONMALIGNANT
1311	91	LINEAL
1312	496	TANGLE
1313	566	CHUTE
1314	281	EXPLORATORY
1315	179	FORGIVEN
1316	496	HANDSHAKE
1317	91	WATERTIGHT
1318	281	LIVES
1319	566	YOURS
1320	179	OGRE
1321	91	MAGNESIA
1322	496	NO
1323	281	SPERMATOZOON
1324	566	DECAY
